,NSC,CID,SMILES,MECHANISM,NAME,nci60,nciSclc,lantnci,gdsc1,gdsc2,gdscDec15,ccle,ctrp
148,5192,16317.0,C1=CC=C2C(=C1)C=CC3=C2C(=O)C(=O)C4=CC=CC=C34,Other,"5,6-Chrysenedione",,,,,,,,
149,5200,135403411.0,C1=CC=C(C=C1)N=NC2=C(N=C(NC2=O)N)N,Other,"2,4-Diamino-6-hydroxy-5-phenylazopyrimidine",,,,,,,,
150,5206,24181145.0,CCCCCCCCCCCC1N=C(N=C(N1C2=CC(=CC=C2)Br)N)N.Cl,Other,"1-(3-Bromophenyl)-2-undecyl-2H-1,3,5-triazine-4,6-diamine hydrochloride",,,,,,,,
151,5278,17584.0,C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)[N+](=O)[O-],Other,"1,2,4-Trichloro-3,5-dinitrobenzene",,,,,,,,
152,5283,13820.0,CC[Sn](CC)(CC)Cl,Other,Triethyltin chloride,,,,,,,,
153,5332,6825.0,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC=N3)O,Other,1-(2-Pyridylazo)-2-naphthol,,,,,,,,
154,5337,79411.0,CCCCCCCCCCCC[N+]1=CC=CC=C1.C1=CC2=C(C=C1Cl)N=C(S2)[S-],Other,Vancide 26,,,,,,,,
155,5347,8660.0,C1=CC=C(C(=C1)C(=O)O)SCC(=O)O,Other,2-[(Carboxymethyl)thio]benzoic acid,,,,,,,,
156,5355,5351462.0,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[O-]S(=O)(=O)[O-],Other,Berberine sulfate hydrate,,,,,,,,
157,5364,2757.0,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,Other,alpha-Quinidine,5364,,,,,,,
158,5366,275196.0,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,Other,Noscapine,5366,,,,,,,
159,5417,69064.0,C1=CC=C2C(=C1)C(=CC=C2O)N=O,Other,"1-Naphthalenol, 4-nitroso-",,,,,,,,
160,5418,67115.0,CCN(CC)C1=CC=C(C=C1)N=O,Other,"N,N-Diethyl-4-nitrosoaniline",,,,,,,,
161,5425,94860.0,C1=CC=C2C(=C1)C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O,Other,"2-Nitrophenanthrene-9,10-dione",,,,,,,,
162,5485,221231.0,C1=CC2=C(C=CN=C2C=C1Cl)NCC(CNC3=C4C=CC(=CC4=NC=C3)Cl)O,Other,"1,3-Bis[(7-chloroquinolin-4-yl)amino]propan-2-ol",,,,,,,,
163,5491,25113351.0,CCN1C(=CC2=CC=[N+](C3=CC=CC=C23)CC)C=CC4=CC=CC=C41.[I-],Other,(2Z)-1-ethyl-2-[(1-ethylquinolin-1-ium-4-yl)methylidene]quinoline;iodide,,,,,,,,
164,5551,6433478.0,C[N+]1=C(SC2=C1C3=CC=CC=C3C=C2)C=CC4=CC=C(C=C4)N(C)C.[I-],Other,"2-(p-Dimethylaminostyryl)-1-methylnaphtho(1,2-d)thiazolium iodide",,,,,,,,
165,5620,221258.0,C1=CC=C2C(=C1)NC(C(=O)S2)(CC(=O)O)CC(=O)O,Other,"2-[8-(Carboxymethyl)-9-oxo-10-thia-7-azabicyclo[4.4.0]deca-1,3,5-trien-8-yl]acetic acid",,,,,,,,
166,5639,407452.0,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)C3=CC=CC=C3,Other,"([1,1'-Biphenyl]-2-yl)(phenyl)methanone",,,,,,,,
167,5648,11102.0,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.[Br-],Other,Thonzonium bromide,,,,,,,,
168,5703,221307.0,COC1=CC(=CC(=C1OC)OC)C2=NC=CC3=CC4=C(C=C32)OCO4,Other,"5-(3,4,5-Trimethoxyphenyl)-[1,3]dioxolo[4,5-g]isoquinoline",,,,,,,,
169,5705,221309.0,COC1=CC(=CC(=C1OC)OC)C2=C(C=C(C3=CC4=C(C=C32)OCO4)O)C(=O)OC,Other,"Methyl 8-hydroxy-5-(3,4,5-trimethoxyphenyl)benzo[f][1,3]benzodioxole-6-carboxylate",,,,,,,,
170,5816,701011.0,C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)Cl,Other,"Urea, 1-benzoyl-3-(4-chlorophenyl)-2-thio-",,,,,,,,
171,5889,5646.0,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,Other,Usnic acid,,,,,,,,
172,5890,5646.0,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,Other,Usnic acid,,,,,,,,
173,5896,135436503.0,COC1=CC(=C2C(=C1)C=CC=N2)N=NC3=C4C=CC=NC4=C(C=C3)O.[Na+],Other,Sodium;5-[(6-methoxyquinolin-8-yl)diazenyl]quinolin-8-ol,,,,,,,,
174,5907,16682406.0,CC(=O)O.COC1=CC2=C(C=CN=C2C=C1)C=CC3=C4C=C(C=CC4=NC=C3)OC,Other,"Acetic acid--4,4'-[(E)-ethene-1,2-diyl]bis(6-methoxyquinoline) (1/1)",,,,,,,,
175,5908,221375.0,COC1=CC2=C(C=C1)N(CCC2)C3=C4C=CC=CC4=NC5=CC=CC=C53,Other,"9-(6-Methoxy-3,4-dihydroquinolin-1(2h)-yl)acridine",,,,,,,,
176,5920,407487.0,CN(C)C1=CC=C(C=C1)CC2=CC(=C(C=C2N)N(C)C)N=NC3=C4C(=CC(=C3)OC)C=CC=N4,Other,"4-[[4-(dimethylamino)phenyl]methyl]-6-[(6-methoxyquinolin-8-yl)diazenyl]-1-N,1-N-dimethylbenzene-1,3-diamine",,,,,,,,
177,6145,70875.0,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)C3=CC=CC=C3,Other,"1,2-Dibenzoylbenzene",,,,,,,,
178,6152,221502.0,CC1=CC2=C(C=C3C(=C2)C=CC(=C3O)O)C(=C1)O,Other,"6-Methylanthracene-1,2,8-triol",,,,,,,,
179,6171,2758.0,CC1(C2CCC(O1)(CC2)C)C,Other,Eucalyptol,,,,,,,,
180,6176,90454.0,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,Other,Cinchonine,,,,,,,,
181,6266,8433.0,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2,Other,Dibenzoylmethane,,,,,,,,
182,6278,94880.0,C1=CC=C2C(=C1)C=CC3=C2N=C(S3)N,Other,"Naphtho[1,2-d]thiazol-2-amine",,,,,,,,
183,6386,23616896.0,CCN(CC)CC1=CC(=CC(=C1O)CC=C)C2=CC(=C(C(=C2)CN(CC)CC)O)CC=C.Cl,Other,Camoform hydrochloride,,,,,,,,
184,6396,5453.0,C1CN1P(=S)(N2CC2)N3CC3,DNA,Thiotepa,6396,6396,6396,,,,,
185,6477,899314.0,CCOC(=O)C=CC1=CC=C(O1)[N+](=O)[O-],Other,Ethyl 3-(5-nitro-2-furyl)acrylate,,,,,,,,
186,6777,221765.0,C1=CC2=C(C=C1Br)C3=C(N2)C(=CC(=C3)Br)[N+](=O)[O-],Other,"3,6-Dibromo-1-nitro-9H-carbazole",,,,,,,,
187,6814,5281116.0,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,Other,Erucic Acid,,,,,,,,
188,6883,221812.0,C1=CC(=CC(=C1)OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Other,"2,4-Dinitro-3'-nitrodiphenyl ether",,,,,,,,
189,6891,221819.0,C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)Cl)Cl)Br,Other,"N-(4-bromophenyl)-3,4-dichlorobenzamide",,,,,,,,
190,6926,221850.0,C1=CC=C(C=C1)NNC(=O)C(=O)NNC2=CC=CC=C2,Other,"n'1,n'2-Diphenylethanedihydrazide",,,,,,,,
191,7215,66799.0,CC1=CC(=C(C=C1N)N)CC2=C(C=C(C(=C2)C)N)N,Other,"Bis(2,4-diamino-5-methylphenyl)methane",,,,,,,,
192,7223,135422055.0,C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=C4C=CC(=CC4=C(C=C3O)S(=O)(=O)O)[N+](=O)[O-].[Na+],Other,Solochrome Black,,,,,,,,
193,7233,222032.0,C1=CC2=C(C=C1Br)C(=O)C3=CC=C4C5=CC=C6C7=C(C=CC(=C57)C8=C4C3=C2C=C8)C9=C(C6=O)C=C(C=C9)Br,Other,CID 222032,,,,,,,,
194,7354,94902.0,C1=NC2=C(N1)C(=NC=N2)NN,Other,6-Hydrazinopurine,,,,,,,,
195,7359,191.0,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,Other,"2-(6-Aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",,,,,,,,
196,7364,24466.0,CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,Other,Metoprine,,,,,,,,
197,7365,164.0,C(CC(=O)C=[N+]=[N-])C(C(=O)O)N,Other,6-Diazo-5-oxo-norleucine,,,,,,,,
198,7376,1550966.0,COC1=C(C=CC(=C1)C=C[N+](=O)[O-])O,Other,4-Hydroxy-3-methoxy-beta-nitrostyrene,,,,,,,,
199,7389,6763.0,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O,Other,"9,10-Phenanthrenequinone",,,,,,,,
200,7390,1550967.0,COC1=C(C=C(C=C1)C=C[N+](=O)[O-])OC,Other,"4-((1Z)-2-nitrovinyl)-1,2-dimethoxybenzene",,,,,,,,
201,7420,222105.0,C1CCC(CC1)C2=C(C(=CC(=C2)Br)C(=O)N)O,Other,5-Bromo-3-cyclohexyl-2-hydroxybenzamide,,,,,,,,
202,7436,222114.0,CC(C)(C)C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Other,4-amino-N-(4-tert-butylphenyl)benzenesulfonamide,,,,,,,,
203,7519,457798.0,COC1CC2C3(CCN2CC4=C(C5=C(C=C43)OCO5)OC)C=C1.OCl(=O)(=O)=O,Other,Buphanidrine perchlorate,,,,,,,,
204,7521,222154.0,,,,7521,,,,,,,
205,7529,3061.0,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,Other,"Card-20(22)-enolide, 3-[(O-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-O-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl)oxy]-14-hydroxy-, (3beta,5beta)-",,,,,,,,
206,7532,407582.0,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,Other,Digilanide A,,,,,,,,
207,7606,204.0,C1(C(=O)NC(=O)N1)NC(=O)N,Other,Allantoin,,,,,,,,
208,7757,5354364.0,CC1(C2CCC1(C(C2)OC(=O)C=CC3=CC=CC=C3)C)C,Other,"Cinnamic acid, endo-",,,,,,,,
209,7801,407617.0,CC1=CC=C(C=C1)[N+]2=C3C=C(C(=CC3=NC4=C2C=C(C(=C4)C)N)C)NC5=CC=CC=C5,Other,Mauve,,,,,,,,
210,7811,73516.0,CN(C)C1=CC=C(C=C1)N=C2C=CC(=[N+](C)C)C=C2.[Cl-],Other,Bindschedler's green,,,,,,,,
211,7813,24181324.0,CCN(CC)C1=CC2=C(C=C1C)N=C3C(=CC(=CC3=N)N)O2.Cl,Other,"7-N,7-N-diethyl-1-imino-8-methylphenoxazine-3,7-diamine;hydrochloride",,,,,,,,
212,7821,102162.0,CC[N+](=C1C=C2C(=NC3=C(O2)C=C(C=C3)N(C)C)C=C1C)CC.[Cl-],Other,Capri Blue,,,,,,,,
213,7833,31420.0,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)N)N,Other,"1,4-Diaminoanthraquinone",,,,,,,,
214,7853,75281.0,CN1C=NC2=C1C(=NC(=N2)Cl)Cl,Other,"2,6-Dichloro-7-methylpurine",,,,,,,,
215,8101,892.0,C1(C(C(C(C(C1O)O)O)O)O)O,Other,Inositol,,,,,,,,
216,8117,54676860.0,C(C(C1C(=C(C(=O)O1)O)O)O)O,Other,"D-erythro-Hex-2-enonic acid, gamma-lactone",,,,,,,,
217,8120,4696.0,C1C=C2C(=CC(=O)O2)C(O1)O,Other,Patulin,,,,,,,,
218,8174,3034162.0,C1=CC=C(C=C1)N=C(N)N=C(N)N.C1=CC=C2C(=C1)NC(=S)S2,Other,Phenylbiguanide mbt-salt,,,,,,,,
219,8179,222304.0,C1=CC=C(C=C1)C2=NC(=NN2)NC(=O)N,Other,"N-(3-phenyl-1H-1,2,4-triazol-5-yl)urea",,,,,,,,
220,8360,222439.0,CCN(CC)CCCC(C1=CC=C(C=C1)F)NC2=C3C=C(C=CC3=NC4=C2C=CC(=C4)Cl)OC,Other,"N-(6-chloro-2-methoxyacridin-9-yl)-N',N'-diethyl-1-(4-fluorophenyl)butane-1,4-diamine",,,,,,,,
221,8552,13694.0,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Cl,Other,9-Chlorophenanthrene,,,,,,,,
222,8643,135436514.0,CN(C)C1=CC2=C(C=C1)NC3=C(O2)C(=O)C(=O)C=C3C(=O)[NH3+].[Cl-],Other,Gallamine Blue,,,,,,,,
223,8672,24181402.0,CCN=C1C=CC(=C(C2=CC=C(C=C2)N)C3=CC(=C(C=C3)N(CC)CC)C)C=C1.Cl,Other,Hofmann's Violet,,,,,,,,
224,8673,54605107.0,CC1=CC(=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)[N+](C)(C)C)C=CC1=[N+](C)C.[Cl-],Other,"4-[[4-(dimethylamino)-m-tolyl][4-(dimethyliminio)cyclohexa-2,5-dien-1-ylidene]methyl]-N,N,N-trimethylanilinium dichloride",,,,,,,,
225,8675,16955.0,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=C(C=C3)N(CC)CC.[Cl-],Other,Ethyl violet,,,,,,,,
226,8704,3728.0,C1=CC2=C(C(=C(C=C2I)I)O)N=C1,Other,Iodoquinol,,,,,,,,
227,8786,16682740.0,CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C,Other,Dibutyltin diacetate,,,,,,,,
228,8806,9927978.0,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl.Cl,DNA,Melphalan hydrochloride,8806|757098,8806,8806|757098,,,,,
229,8974,54609012.0,C1=CC(=CC=C1Br)[I+]C2=CC=C(C=C2)Br.I,Other,Bis(4-bromophenyl)iodanium;hydroiodide,,,,,,,,
230,8982,24181416.0,C1=CC=C(C=C1)[I+]C2=CC=CC=C2.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],Other,"Diphenyliodanium;2,4,6-trinitrophenol",,,,,,,,
231,8985,54601177.0,CC1=CC=C(C=C1)[I+]C2=CC=C(C=C2)C.Br,Other,Di-p-tolyliodinium bromide,,,,,,,,
232,8994,54602012.0,CC(C)(C)C1=CC=C(C=C1)[I+]C2=CC=C(C=C2)C(C)(C)C.Cl,Other,Bis(4-tert-butylphenyl)iodanium;hydrochloride,,,,,,,,
233,8995,62331.0,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O,Other,Sudan III,,,,,,,,
234,9037,72722.0,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O)O,Other,9-Hydroxyphenylfluoron,,,,,,,,
235,9168,5351474.0,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC=CC=CC=CC(=O)O)OC)C,Other,Amebacillin,,,,,,,,
236,9170,17649.0,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)N)OC)OC,Other,N-Deacetylthiocolchicine,,,,,,,,
237,9291,101929.0,C[N+](=C1C=CC2=NC3=C(C=CC4=CC=CC=C43)OC2=C1)C.[Cl-],Other,Basic blue 6,,,,,,,,
238,9358,81528.0,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=N2,Other,"4-(2-Pyridylazo)-N,N-dimethylaniline",,,,,,,,
239,9403,75889.0,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C(=C3S2)[N+](=O)[O-].[Cl-],Other,Methylene green,,,,,,,,
240,9404,75442.0,CN(C)C1=CC2=[N+](C3=C(C=CC(=C3)N)N=C2C=C1)C4=CC=CC=C4.[Cl-],Other,3-Amino-7-(dimethylamino)-5-phenylphenazinium chloride,,,,,,,,
241,9594,75442.0,CN(C)C1=CC2=[N+](C3=C(C=CC(=C3)N)N=C2C=C1)C4=CC=CC=C4.[Cl-],Other,3-Amino-7-(dimethylamino)-5-phenylphenazinium chloride,,,,,,,,
242,9598,68275.0,CNC1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],Other,Azure B,,,,,,,,
243,9605,73518.0,CCNC1=CC2=C(C=C1C)N=C3C=C(C(=[NH+]CC)C=C3S2)C.[Cl-],Other,New methylene blue,,,,,,,,
244,9608,222760.0,C1=CC=C2C=C(C=CC2=C1)C3=C(C=CC4=C3C(=O)C5=CC=CC=C5C4=O)C(=O)O,Other,"1-(Naphthalen-2-yl)-9,10-dihydroanthracene-2-carboxylic acid",,,,,,,,
245,9609,407803.0,CC1=C(C=CC(=C1)N=NC2=C(C=CC3=CC=CC=C32)O)N=NC4=CC(=CC=C4)[N+](C)(C)C,Other,"Benzenaminium,N,N-trimethyl-, chloride",,,,,,,,
246,9610,135436529.0,CCN(CC)C1=CC2=[N+](C3=C(C=CC(=C3)N=NC4=CC=C(C=C4)O)N=C2C=C1)C5=CC=CC=C5.[Cl-],Other,Diazine Black,,,,,,,,
247,9612,20520.0,CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)NCC5=CC=CC=C5)OC2=C1)CC.[Cl-],Other,Nile Blue 2B,,,,,,,,
248,9665,222778.0,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)O)OC)C,Other,Fumagillol,,,,,,,,
249,9667,24181516.0,CCCCCCCCCCCCS(=O)(=O)[O-].CCCCCCCCC1=CC=C(C=C1)OCCOCC[N+](C)(C)CC,Other,"N-Ethyl-N,N-dimethyl-2-[2-(4-octylphenoxy)ethoxy]ethan-1-aminium dodecane-1-sulfonate",,,,,,,,
250,9704,5994.0,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,Other,Progesterone,9704,,,,,,,
251,9706,5799.0,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,DNA,Triethylenemelamine,9706,9706,9706,,,,,
252,9768,222840.0,C1=CC(=C(C=C1Cl)CC2=C(C(=CC(=C2)Cl)Cl)O)O,Other,"2,4-Dichloro-6-[(5-chloro-2-hydroxyphenyl)methyl]phenol",,,,,,,,
253,9771,222841.0,CCCC(C)C1=CC(=C(C(=C1)CC2=C(C(=CC(=C2)Cl)Cl)O)O)CC3=C(C(=CC(=C3)Cl)Cl)O,Other,"2,6-Bis[(3,5-dichloro-2-hydroxyphenyl)methyl]-4-pentan-2-ylphenol",,,,,,,,
254,9853,135436533.0,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)O)O.[Na+],Other,Acid Leather Orange G,,,,,,,,
255,9855,65732.0,C1=CC=C(C=C1)[N+]2=C3C=C(C=CC3=NC4=C2C=C(C=C4)N)N.[Cl-],Other,Phenosafranin,,,,,,,,
256,9856,445639.0,CCCCCCCCC=CCCCCCCCC(=O)O,Other,Oleic Acid,,,,,,,,
257,9858,14454445.0,CC1=CC(=C(C2=CC(=C(C=C2)N)C)C3=CC(=C(C=C3)N)C)C=CC1=N.Cl,Other,Basic violet 2,,,,,,,,
258,9921,4735.0,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,Other,Pentamidine,,,,,,,,
259,9936,6474556.0,CC(C)C1=CC=C(C=C1)C=NNC(=S)N,Other,Cutisone,,,,,,,,
260,9951,16388.0,CCCCCCCCCC[N+](C)(C)C.[Br-],Other,Decyltrimethylammonium bromide,,,,,,,,
261,10010,5351138.0,CC1=CC(=C2C=C(C=CC2=N1)OC)NCCCCCCCCCNC3=C4C=C(C=CC4=NC(=C3)C)OC.Cl,Other,"N,9-diamino-nonane Dihydrochloride Hydrate",,,,,,,,
262,10018,3027338.0,CCCCCCCCCCCCN1C(=NC2=CC=CC=C21)C.Br,Other,1-Dodecyl-2-methylbenzimidazole hydrobromide,,,,,,,,
263,10036,222938.0,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)Cl,Other,"2-(4-chlorophenyl)-N-(7-chloroquinolin-4-yl)-N',N'-diethylbutane-1,4-diamine",,,,,,,,
264,10037,222939.0,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=CC=C3,Other,"N-(7-chloroquinolin-4-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine",,,,,,,,
265,10438,11077.0,C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=[N+]2[O-],Other,Resazurin,,,,,,,,
266,10460,11292.0,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,Other,Pararosaniline hydrochloride,,,,,,,,
267,10466,12447.0,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,Other,Basic violet 14,,,,,,,,
268,10483,5754.0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,Other,Hydrocortisone,10483,,,,,,,
269,10492,223170.0,CCN(CC)CCCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)Cl,Other,"2-(4-chlorophenyl)-N-(7-chloroquinolin-4-yl)-N',N'-diethylpentane-1,5-diamine",,,,,,,,
270,10517,54601194.0,C[N+]1=CC=CC=C1C=CC2=CC=C(C=C2)N(C)C.[I-],Other,"N,N-dimethyl-4-[(Z)-2-(1-methylpyridin-1-ium-2-yl)ethenyl]aniline;iodide",,,,,,,,
271,10520,54598850.0,C[N+]1=C(C=CC2=CC=CC=C21)C=CC3=CC=C(C=C3)Cl.[I-],Other,2-[(Z)-2-(4-Chlorophenyl)ethenyl]-1-methylquinolin-1-ium iodide,,,,,,,,
272,10526,6474466.0,C[N+]1=C(SC2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-],Other,"Benzothiazolium, 2-[(E)-2-[4-(dimethylamino)phenyl]ethenyl]-3-methyl-, iodide",,,,,,,,
273,10534,54609031.0,CC1(C2=CC=CC=C2[N+](=C1C=CC=CC3=CC=CC=C3)C)C.[I-],Other,"1,3,3-trimethyl-2-[(1Z,3E)-4-phenylbuta-1,3-dienyl]indol-1-ium;iodide",,,,,,,,
274,10535,10159899.0,CC1(C2=CC=CC=C2[N+](=C1C=CC3=CC=C(C=C3)N(C)C)C)C.[I-],Other,"N,N-Dimethyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;iodide",,,,,,,,
275,10587,24181636.0,CCCCN(CCCC)CC(C)(C)C(C1=CC=C(C2=CC=CC=C21)OC)O.Cl,Other,"1-Naphthalenemethanol,1-dimethylethyl]-4-methoxy, hydrochloride",,,,,,,,
276,10594,24181641.0,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC3=CC(=C(C=C31)OC)OC)[N+](=O)[O-])C4=CC=CC=C4.Cl,Other,"N-(2,3-dimethoxy-6-nitroacridin-9-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine;hydrochloride",,,,,,,,
277,10641,24181655.0,CCCCCN(CCCCC)CC(C1=C(C=CC(=C1)Cl)OC)O.Cl,Other,1-(5-Chloro-2-methoxyphenyl)-2-(dipentylamino)ethanol;hydrochloride,,,,,,,,
278,10660,24181664.0,CCCCCN(CCCCC)CC(C1=CC=C(C2=CC=CC=C21)Cl)O.Cl,Other,1-(4-Chloronaphthalen-1-yl)-2-(dipentylamino)ethanol;hydrochloride,,,,,,,,
279,10667,24181669.0,CCCC[N+](=C1C=CC2=NC3=C(C=C(C=C3C)N(CC)CC)SC2=C1)CCCC.[Cl-],Other,"N,N-Dibutyl-7-(diethylamino)-9-methyl-3H-phenothiazin-3-iminium chloride",,,,,,,,
280,10721,223253.0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC5CCCC5)O)C)O,Other,Hydrocortisone cypionate,,,,,,,,
281,10848,223320.0,C1CCC2=C(C1)C3=C(C4=C(C=C3)C(=CC=C4)O)OC2=O,Other,"1-Hydroxy-7,8,9,10-tetrahydro-6H-dibenzo[c,h]chromen-6-one",,,,,,,,
282,11051,22210396.0,CCCCN(CCCC)CCCCNC1=C2C=CC(=CC2=NC=C1C)Cl.OP(=O)(O)O,Other,"N',N'-dibutyl-N-(7-chloro-3-methylquinolin-4-yl)butane-1,4-diamine;phosphoric acid",,,,,,,,
283,11216,21276631.0,C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Br)O)Br.[Na+],Other,"Sodium;4-(3,5-dibromo-4-hydroxyphenyl)iminocyclohexa-2,5-dien-1-one",,,,,,,,
284,11225,7083.0,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],Other,Tolonium chloride,,,,,,,,
285,11232,14678.0,COC1=CC=CC=C1N=NC2=C(C=CC3=CC=CC=C32)O,Other,Solvent red 1,,,,,,,,
286,11235,16953.0,CC1=CC2=C(C=C1)[N+](=C(S2)C3=CC=C(C=C3)N(C)C)C.[Cl-],Other,Thioflavin T,,,,,,,,
287,11240,16599.0,CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)C4=CC=CC=C14.[Cl-],Other,Victoria Blue R,,,,,,,,
288,11241,11980862.0,C1=CC=C2C(=C1)C=CC=C2[N+]3=C4C=C(C5=CC=CC=C5C4=NC6=C3C=CC7=CC=CC=C76)N.C1=CC=C2C(=C1)C=CC=C2[N+]3=C4C=C(C5=CC=CC=C5C4=NC6=C3C=C(C7=CC=CC=C76)N)N.[Cl-].[Cl-],Other,Basic red 6,,,,,,,,
289,11420,223647.0,CCCCCN(CCCCC)CC(C)(C)C(C1=CC=C(C2=CC=CC=C21)OC)O,Other,"3-(Dipentylamino)-1-(4-methoxynaphthalen-1-yl)-2,2-dimethylpropan-1-ol",,,,,,,,
290,11452,223660.0,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)[As]=O,Other,Antineoplastic-11452,,,,,,,,
291,11461,6967.0,CN(C)C(=S)SC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],Other,"Carbamodithioic acid, dimethyl-, 2,4-dinitrophenyl ester",,,,,,,,
292,11511,223673.0,CC1C(=O)C(=C(C1(C2=CC=CC=C2)O)C3=CC=CC=C3)C,Other,"4-Hydroxy-2,5-dimethyl-3,4-diphenylcyclopent-2-en-1-one",,,,,,,,
293,11590,20684.0,C1=NC2=C(N1)C(=NC=N2)NCCO,Other,2-(1H-Purin-6-ylamino)ethanol,,,,,,,,
